,words
626,"portrait,johan,de,witt,grand,pensionary,holland,right,background,stands,courtroom,states,holland"
627,"portrait,joannes,badon,closer,vlaardingen,bust,oval,left,part,collection,portraits,dutch,poets"
628,"portrait,matthias,german,emperor,standing,half,length,sceptre,imperial,crown,orb"
629,"portrait,reinier,klerk,governor,general,standing,half,length,left,command,staff,right,hand,part,series,copies,portraits,governors,general,former,dutch,east,indies,probably,dutch,east,india,company"
630,"view,island,kuiper,kuyper,bay,batavia,master,right"
631,"portrait,woman,bust,left,pendant,sk,a-2177,part,portrait,miniatures,collection"
632,"view,tunis,dutch,warships,lie,tunisian,coast,middle,fortresses,tunis"
633,"meal,presented,ambassador,calkoen,grand,vizier,behalf,sultan,ahmed,iii,september,dutch,turkish,officials,share,tables,council,chamber,part,series,paintings,turkish,subjects,brought,turkey,netherlands,ambassador,cornelis,calkoen,bequeathed,cousin,nicolaas,management,board,levantsche,handel,amsterdam"
634,"girls,snow,standing,full,length,long,aprons,scarves,head"
635,"portrait,roelof,meulenaer,merchant,messenger,postmaster,antwerp,amsterdam,hip,piece,leaning,balustrade,pendant,sk,a-684"
636,"vision,saint,francis,night,performance,left,francis,christ,child,arms,right,mary"
637,"view,oosterpark,amsterdam,snow,foreground,young,straight,trees,distance,surrounding,buildings,probably,painted,studio,breitner,witsen,present,witsenhuis"
638,"interior,dancing,men,holding,hands,making,round,dance,man,sits,table,right,points,trio,woman,watches,stairs,paintings,hang,back,wall"
639,"portrait,young,man,bust,left,facing,part,portrait,miniatures,collection"
640,"drinking,trumpeter,horseback,courtyard,italian,inn,rider,white,horse,empties,pitcher,beer,landlady,stands,front,pitcher,hand"
641,"part,part,room,painting,het,hoogerhuis,randenbroek,amersfoort,country,house,jacob,van,campen"
642,"sleeping,rinaldo,crowned,amida,flower,garland,putti,nymphs,look,based,composition,tiepolo,pendant,sk,a-3436"
643,"portrait,william,frederick,prince,orange,nassau,later,king,william,i,eldest,son,william,v,wilhelmina,prussia,child,bust,profile,left,formerly,identified,willem,george,frederik,prince,orange,nassau,part,portrait,miniatures,collection"
644,"madonna,christ,child,standing,pillow,front,mary,has,booklet,right,hand,left,hand,supports,foot,christ,child"
645,"history,prodigal,son,central,performance,shows,prodigal,son,spends,inheritance,brothel,women,music,food,drink,left,table,man,lute,right,prodigal,son,arm,woman,edge,bed,pasties,oysters,table,playing,cards,floor,woman,pours,wine,rummers,birds,roasted,spit,front,hearth,wall,painting,jupiter,danae,other,episodes,parable,scenes"
646,"billeted,officer,barn,soldier,makes,boy,take,boots,smoking,pipe,back,left,woman,bends,suitcase"
647,"landscape,wooden,bridge,winter,right,forest,left,meadow,here,there,tree"
648,"oude,zijds,herenlogement,amsterdam,left,huis,aan,drie,grachten"
649,"portrait,countess,pagès,née,cornellan,saint,catherine,radiant,light,crowned,reading,book"
650,"portrait,frederick,louis,prince,wales,bust,profile,left,engraving,simon,françois,ravenet,vieux,part,portrait,miniatures,collection"
651,"mill,houses,canal,farmer,yoke,shoulders,drives,cows,bridge,distance,second,mill"
652,"elegant,company,strolls,driveway,country,house,rows,trees,side,avenue,left,meadow,cows,farmers"
653,"mother,child,mother,sitting,chair,busy,putting,stockings,child,sitting,lap,laundry,basket,left"
654,"portrait,pieter,governor,general,half,way,left,part,series,portraits,governors,general,former,dutch,east,indies,part,series,copies,portraits,governors,general,former,dutch,east,indies,probably,dutch,east,india,company,copy,sk,a-3755"
655,"portrait,léonard,pierre,joseph,burgrave,du,bus,gisignies,commissioner,general,kneepad,sitting,chair,slightly,right,right,arm,leaning,table,balustrade,right,background,landscape,country,house,part,series,portraits,governors,general,former,dutch,east,indies"
656,"portrait,year,old,man,sitting,chair,half,way,right,head,fur,hat"
657,"portrait,roger,le,witer,merchant,antwerp,rogier,le,witer,depicted,standing,knee,deep,frontally,black,suit,wide,lace,collar,cloak,draped,left,hand,holds,hat,right,hand,rests,edge,chair,table,floral,carpet,right,collection,plate,statuette,handcuffed,man,inscription,a)elemos(e,date,date,refers,le,witers,appointment,grand,chaplain,year,background,closed,arch,red,curtain,hanging,looking,open,blue,sky,right,portrait,bordered,decorative,male,herme,figure,dating,portrait,is,age,person,portrayed,indicated,aetatis.44,portrait,wife,catharina,behaghel,sk,a-4972,portrait,mother,sk,a-4973,belong,same,ensemble"
658,"city,hall,hague,stairs,woman,walks,basket,right,shadow,carriage"
659,"white,duck,chicks,side,ditch"
660,"portrait,william,iii,prince,orange,child,bust,left,copy,painting,gerard,van,honthorst,part,series,portraits,stadhouderlijk,hof,leeuwarden"
661,"outside,party,elegant,company,sitting,table,trees,garden,park,left,man,plays,lute,woman,sings,table,pie,peacock,plates,glasses,servant,pours,wine,foreground,wine,cooler,bottles"
662,"singing,peasant,family,interior,farmhouse,people,middle,man,violin,singing,man,can,beer,right,working,woman,front,right,singing,boy,sheet,paper,left,boy,pitcher,right,fireplace,kinds,household,goods,dog,cat,plate,fish,wine,barrel,left"
663,"jacob,van,ruisdael,sketching,water,mill,right,watermill,rotating,wheel,artist,drawing,left,painting,part,series,historical,gallery,arti,et,amicitiae"
664,"part,top,right,ceiling,painting,parts,diana,companions,main,image,painted,great,hall,soestdijk,palace"
665,"kortegaard,guardroom,soldiers,standing,men,officer,issues,orders,right,soldier,banner,drum,next,man,breastplate,left,men,warm,fireplace"
666,"madonna,dellumilta,mary,sitting,pillow,floor,right,arm,wrapped,standing,christ,child,book,left,hand,seraphim,air,top,panel,tondo,bust,christ,profile,right,probably,panel,diptych"
667,"portrait,woman,probably,anna,jagellonia,jagiellonka,jagiellouka,jagiellonki,queen,poland,half,length,hands,folded,front,belly"
668,"portrait,woman,alexandrine,patchenko,painters,sister,law,sitting,sofa,book,right,hand"
669,"study,polar,bears,polar,landscape"
670,"zuiderhavendijk,enkhuizen,view,zuiderspui,canal,man,boat,street,carter,feeding,horse,right,greengrocer"
671,"portrait,mrs,.,brust,batailhy,bust,oval,turned,slightly,left,pendant,sk,a-2657"
672,"portrait,william,iv,prince,orange,nassau,standing,half,length,ermine,cloak,left,shoulder"
673,"portrait,painter,dirck,bust,facing,right,wearing,black,hat"
674,"cityscape,dam,square,amsterdam,new,city,hall,construction,waag,building,nieuwe,kerk,traders,sell,wares,dam,square,quay"
675,"idolatry,king,solomon,center,old,king,kneels,temple,next,wives,left,altar,priest,censer,foreground,servant,sacrificial,animal,right,retinue,king,slave,parasol"
676,"self,portrait,painter,jan,van,haensbergen,bust,right,hand,medallion,portrait"
677,"italian,harbor,fortress,tower,group,resting,workmen,quay,left,elegant,couple,prow,ship,dogs,foreground"
678,"portrait,digna,maets,died,first,wife,françois,leydecker,half,length,oval,facing,top,right,family,coat,arms,pendant,sk,a-828"
679,"neighborhood,amsterdam,jordaan,baanbrugsteeg,seen,haarlemmerdijk,direction,vinkenstraat,brouwersgracht,middle,street,woman,child,arm"
680,"interior,angler,man,reel,reel,old,men,white,beards,fisherman,chats,spinner,just,taken,sip,stone,pitcher,knots,wool,lie,floor"
681,"view,houses,delft,known,het,straatje,facades,houses,street,delft,houses,alley,where,woman,is,bent,washtub,woman,doing,needlework,open,door,house,right,children,playing,sidewalk,left,front,house"
682,"portrait,man,watch,hand,sitting,stone,window,windowsill,relief,bacchanal,windowsill,left,persian,rug,right,rose,background,colonnade,view,garden,fountain"
683,"mountain,landscape,lake,zurich,zurichsee,obersee,middle,mountain,ranges,side,left,foreground,figures,road,formerly,considered,lake,trasimeno"
684,"descent,cross,body,christ,taken,cross,mary,magdalene,kneels,feet"
685,"landscape,ruins,meeting,rebecca,eliezer,hilly,landscape,many,figures,dotted,roman,ruins,vespasian,temple,saturn,temple,minerva,temple,nervas,forum"
686,"maidservant,stands,table,pours,milk,milk,jug,cooking,pot,table,basket,bread,stone,jug,left,window,wicker,basket,copper,pot,bottom,wall,right,row,tiles,stove"
687,"storm,pas,calais,ships,sea,coast,storm"
688,"drawing,lesson,boy,makes,drawing,supervision,master,plaster,statue,standing,nude,background,several,paintings"
689,"portrait,mattheus,de,haan,governor,general,standing,half,length,command,staff,right,hand,left,hand,side,part,series,copies,portraits,governors,general,former,dutch,east,indies,probably,dutch,east,india,company,copy,sk,a-3774"
690,"aeneas,crowns,cloanthus,aeneas,awards,prizes,competition,sea,aeneas,crowns,cloanthus,laurel,wreath,great,interest,left,masts,various,ships"
691,"town,hall,dam,square,amsterdam,right,waag,nieuwe,kerk"
692,"raising,lazarus,front,astonished,onlookers,resurrected,lazarus,pulled,grave,left,christ,raised,left,arm,pendant,sk,c-1360"
693,"landscape,vicinity,hague,mother,child,walking,road,puddles,foreground,waters,edge,couple,ducks,left,ditch,meadow,sheep,distance,house,trees"
694,"still,life,birds,several,dead,birds,lie,stone,plinth,hung,leg"
695,"still,life,decorated,stoneware,jug,bunches,asparagus,lemons,bottle,copper,wine,cooler,bottles,vines,sheet,paper"
696,"portrait,dirk,van,cloon,governor,general,standing,halfway,right,command,staff,right,hand,left,arm,leaning,helmet,table,top,right,family,coat,arms,part,series,portraits,governors,general,former,dutch,east,indies"
697,"portrait,esquire,theodorus,frederik,van,capellen,commander,dutch,squadron,bombardment,algiers,august,knee,piece,standing,uniform,table,maps,books,globe,binoculars,right,hand"
698,"card,players,seated,table,foot,stone,staircase,young,men,play,card,game,standing,man,watches,right,dog,sleeping"
699,"portrait,grand,vizier,nevsehirli,damat,ibrahim,pasa,standing,full,length,ǐbrahim,pasha,dressed,white,satin,caftan,lined,sable,fur,kallâvî,ceremonial,turban,identify,visors,grand,vizier,wore,gold,band,turban,distinguish,visors,wore,black,band,background,see,sofa,couch,also,seen,divan,second,audience,painting,grand,vizier,placed,vanmour,administrative,environment,underline,function"
700,"portrait,hieronymus,van,beverningk,lord,teylingen,treasurer,general,knee,table,documents,seals,lie,right,view,garden,pendant,sk,a-964"
701,"portrait,surinamese,woman,bust,left,facing,viewer,wearing,large,headscarf,part,portrait,miniatures,collection"
702,"portrait,painter,probably,harmanus,uppink,sitting,easel,brush,right,hand,palette,brushes,painters,stick,in,left,hand"
703,"panel,shows,group,women,interior,ladies,drink,tea,look,art,left,prints,drawings,viewed,right,few,ladies,exchange,stereo,photos,have,stereoscope,hands"
704,"portrait,frans,van,steenwijk,poet,playwright,amsterdam,bust,oval,slightly,left,part,collection,portraits,dutch,poets"
705,"portrait,cornelis,van,der,pot,merchant,poet,rotterdam,bust,oval,head,turned,right,paper,right,hand,part,collection,portraits,dutch,poets"
706,"months,signs,zodiac,september,sign,libra,part,group,grotesque,decorations,ja,brentanos,house,herengracht,probably,made,designs,giambattista,maderna"
707,"man,catches,drunk,woman,fallen,asleep,woman,has,pipe,left,hand,right,table,wine,jug"
708,"inspection,regiment,cavalry,perhaps,willem,van,hessen,homburg,landscape,group,officers,horseback,preceded,black,man,horseback,playing,timpani,trumpeters,monarch,sits,horse,front,carriage,woman,sits,left,right,groups,marching,soldiers"
709,"theater,audience,rows,spectators,theater,box"
710,"portrait,jacob,dane,c.,chosen,bust,oval,slightly,right,part,series,portraits,directors,rotterdam,chamber,dutch,east,india,company,made,nieuw,oost,indisch,huis,boompjes,rotterdam"
711,"circe,punishes,glaucus,turning,scylla,monster,sorceress,circe,stands,right,front,rock,wall,burning,torch,plate,fire,water,scylla,glaucus,dragon,watches,rock,right"
712,"portrait,william,iii,prince,orange,king,england,standing,full,length,armor,rock,face,commado,staff,right,hand,left,hand,side,right,helmet,left,background,battle,copy,sk,c-194"
713,"portrait,jan,van,poll,banker,mayor,amsterdam,son,harman,knee,piece,sitting,front,balustrade,pointing,left,hand,huis,spijk,bij,velsen,background,right,hand,son,holding,paper,pointing,right,hand,back,father"
714,"portrait,art,dealer,van,wisselingh,founder,firma,van,wisselingh,amp,co.,head,left,long,beard,hat,head"
715,"hilly,landscape,elijah,fed,ravens,kinds,animals,deer,fox,heron,stork,lurk,rocks,trees,prophet,kneels,next,mountain,stream,turns,small,waterfall,right,larger,waterfall"
716,"notarys,office,clerk,bookkeeper,negotiations,left,man,money,bag,right,woman,boy,flute,lap,middle,table,cash,book,coins,background,bookcase,sealed,documents,wall"
717,"troops,louis,xiv,king,france,naarden,july,shrubbery,front,left,plain,horsemen,foot,soldiers,french,army,distance,city,naarden,surrounded,bastions,painting,unfinished"
718,"silhouette,portrait,elderly,man,bust,right,pendant,sk,a-2643,part,portrait,miniatures,collection"
719,"portrait,jacob,jacobsz,steendam,poet,historian,amsterdam,new,amsterdam,batavia,bust,oval,right,made,unknown,example,part,collection,portraits,dutch,poets"
720,"deer,hunting,deer,caught,hilly,landscape,hunters,dogs,middle,ruins,abbey,rijnsburg,left,wooden,bridge,small,waterfall"
721,"man,woman,having,meal,man,woman,sitting,set,table,man,grabs,glass,woman,pours,pitcher,tall,glass,table,plate,ham,cheese,bread"
722,"portrait,dina,lems,d.,wife,jan,valckenburgh,director,general,coast,guinea,residing,castle,elmina,quarters,depicted,black,dress,pearls,pointing,grain,plant,standing,front,window,background,landscape,coconut,palms,orange,trees"
723,"portrait,katharine,elliot,d.,dresser,anne,duchess,york,first,bedchamber,woman,mary,modena,respectively,first,second,wife,james,ii,king,england,half,length,oval,frame,black,suit,copy,original,kensington,palace"
724,"nave,choir,mariakerk,utrecht,seen,west,few,visitors,walk,choir,screen,left,column,painting,bull,playing,dogs,left"
725,"portrait,sculptor,louis,royer,studio,hammer,hand,several,sculptures,including,portrait,busts,statue,christ,pendant,sk,a-1524"
726,"unfinished,portrait,frederik,knotzer,lieutenant,general,half,length,arms,crossed,front,chest"
727,"corporalship,captain,gillis,jansz,valckenier,lieutenant,pieter,jacobsz,bas,amsterdam,archers,voetboogdoelen,portrayed,sitting,standing,meal,table,left,ensign,men,armed,rifles,many,glasses,hand"
728,"samson,delilah,samson,fallen,asleep,delilahs,lap,delilah,hands,startled,philistine,pair,scissors"
729,"erysichthon,sitting,tree,trunk,sells,daughter,mestra,ovids,metamorphoses,viii,floor,large,loaves,bread,basket,fish,large,pitcher,basket,fruit,ax,rests,tree,trunk"
730,"portrait,johannes,messchaert,singer,singing,teacher,seated,half,length,roll,sheet,music,hand,black,hat,head"
731,"portrait,margaretha,nelis,second,wife,casparus,commelin,knee,pad,sitting,leaning,pillow,statue,background,left,pendant,sk,c-517"
732,"view,rhine,elterberg,water,ferry,few,other,vessels,bank,foreground,few,cows"
733,"shipyard,st,jago,bickers,eiland,amsterdam,right,ship,anna,maria,van,amsterdam,pendant,sk,c-1539"
734,"portrait,self,portrait,painter,bust,left,face,turned,viewer,left,coat,arms,st,.,lukes,guild,surrounded,painters,attributes,painted,copper,plate,engraving,back,copy,print,cornelis,massys,dancing,monk,old,woman,part,portrait,miniatures,collection"
735,"goat,suckles,young,grassy,field"
736,"view,port,sūrat,gujarāt,battle,english,dutch,ships,walled,city,lies,other,side,water,where,naval,battle,rages,foreground,natives,cattle,right,westerners,horseback,wagon"
737,"italian,landscape,ponte,lucano,man,woman,rest,mounts,bank,ox,cart,comes,road,distance,ponte,lucano,aniene,river,tivoli,depicting,mausoleum,plautii"
738,"arrival,king,charles,ii,england,rotterdam,may,view,harbor,rotterdam,ships,boats,sizes,king,board,statenjacht,middle,performance,several,ships,fire,salutes"
739,"portrait,young,woman,half,length,face,presumed,pendant,sk,a-2171"
740,"wallpaper,painting,dutch,landscape,dirt,road,figures,farm,right,overgrown,hill"
741,"interior,company,holds,night,banquet,masquerade,left,group,masked,comedians,right,music,made,man,lute,woman,songbook,woman,clavichord,back,wall,room,long,set,table,where,people,eat,drink,guests,playing,triktrak,others,dancing,right,door,old,matchmaker,young,woman,hand,next,loving,couple,wall,paintings,depicting,tobias,fish,lot,daughters,venus,adonis,copy,print,sadeler,design,joos,van,winghe,different,background"
742,"sketch,bouquet,flowers"
743,"portrait,willem,ferdinand,mogge,muilman,president,dutch,bank,bust,left"
744,"indian,landscape,farmhouse,river,left,ox,path,strewn,stones,man,stands,foot,palm,tree,distance,mountain,ranges,rise,trees"
745,"head,old,man,bust,profile,looking,right,part,portrait,miniatures,collection"
746,"view,roman,arch,janus,quadrifrons,church,san,giorgio,velabro,rome,underpass,figures,kneel,priest,leads,procession,church"
747,"full,length,portrait,javanese,court,official,man,wears,javanese,clothing,western,western,inspired,jacket,balinese,kris,back,plain,background,simple,tiled,floor"
748,"portrait,woman,possibly,sara,wolphaerts,van,diemen,second,wife,nicolaes,hasselaer,bust,left,large,millstone,collar,pendant,sk,a-1246"
749,"aga,commander,chief,janissaries,standing,full,length,wearing,high,turban"
750,"portrait,christian,everhard,vaillant,refiner,van,t,salpeter,water,board,beemster,director,in-,outgoing,rights,member,committee,navy,bust,chest,order,sign,knight,dutch,lion"
751,"right,side,panel,baptism,christ,jordan,background,banquet,herod,beheading,john,baptist,outside,right,panel,kneeling,foundress,berbel,barbara,van,der,noot,saint,barbara,part,triptych,scenes,life,john,baptist,altarpiece,made,benedictine,monastery,groot,bijgaarden,brussels,integrated,list"
752,"annunciation,mary,mary,book,hand,sitting,next,cupboard,open,doors,turns,angel,angel,dove,holy,spirit,cabinet,image,moses,breaking,tablets,law"
753,"portrait,preacher,bust,right,facing,part,portrait,miniatures,collection"
754,"view,village,egmond,aan,dunes,foreground,sea,right"
755,"portrait,cornelis,van,couwenhove,chosen,bust,oval,right,part,series,portraits,directors,rotterdam,chamber,dutch,east,india,company,made,nieuw,oost,indisch,huis,boompjes,rotterdam"
756,"portrait,lute,player,half,length,left,looking,viewer,part,portrait,miniatures,collection"
757,"building,site,background,houses,bilderdijkgracht"
758,"portrait,bernardus,de,bosch,poet,art,protector,amsterdam,half,length,oval,roll,paper,right,hand,pendant,sk,a-792"
759,"bulb,fields,field,blooming,yellow,white,tulips,bordered,trees"
760,"descent,cross,body,christ,taken,cross,left,mary,mudden,mary,magdalene,right,johannes,altarpiece,sts,gommarus,pancratius,church,enkhuizen"
761,"portrait,woman,bust,right,part,portrait,miniatures,collection"
762,"man,island,patmos,standing,full,length,quay"
763,"portrait,godart,alexander,gerard,philip,baron,van,der,capellen,governor,general,half,length,sitting,chair,document,right,hand,gesturing,left,hand,left,table,command,staff,stitch,part,series,portraits,governors,general,former,dutch,east,indies"
764,"mary,christ,child,arms,standing,half,length,window,overlooking,landscape"
765,"view,orchard,eemnes,fruit,trees,garden,meadow,right,fence"
766,"mary,child,half,figure,mary,christ,child,arm,probably,modern,copy,duccios,crevole,madonna"
767,"maria,mathilda,bingham,wife,henry,baring,children,presumably,james,bridgeman,anna,maria,mrs,.,baring,portrayed,full,sitting,red,sofa,left,sofa,daughter,runs,comb,mothers,hair,right,sofa,son,embracing,large,dog,background,landscape,part,canvas,figure,henry,baring,cut,painter,manufacture"
768,"river,view,several,larger,small,boats,water,left,ferry,full,people"
769,"portrait,woman,bust,facing,part,portrait,miniatures,collection"
770,"painting,shows,jacob,van,heemskerck,willem,preparing,second,attempt,find,northern,passage,china,tour,eventually,end,famous,overwintering,nova,zembla,addition,protagonists,painting,see,other,things,map,arctic,ship,model,globe,fur,polar,bear,taken,earlier,trip"
771,"autumn,road,bank,water,gentleman,servant,speaks,young,woman,fishing,boats,water,road,boy,pisses,wheel,farm,wagon,left,old,woman,sells,fruit,part,series,seasons,sk,a-1771/1774"
772,"oval,winter,landscape,skaters,frozen,canal,farms,distance,mill"
773,"flat,river,landscape,bank,water,cows,animal,left,drinking"
774,"wallpaper,painting,dutch,landscape,winding,river,church,tower,background"
775,"portrait,jan,hendrik,van,kinsbergen,vice,-,admiral,extraordinary,marshal,dutch,navy,bust,left,part,portrait,miniatures,collection"
776,"portrait,maria,van,utrecht,wife,johan,van,oldenbarnevelt,knee,pad,sitting,chair"
777,"portrait,woman,according,tradition,marie,louise,elisabeth,dorléans,duchesse,berry,flora,standing,full,length,surrounded,flowers,holding,garland,flowers"
778,"portrait,jacob,mossel,governor,general,standing,hip,piece,facing,right,right,hand,resting,command,staff,helmet,part,series,portraits,governors,general,former,dutch,east,indies"
779,"portrait,helena,van,der,schalcke,child,daughter,gerard,van,der,schalcke,johanna,bardoel,later,wife,nicolaes,eichelberg,standing,full,length,wicker,basket,bag,arm,carnation,hand"
780,"godliness,group,people,praying,mary,altar,road,forest,middle,old,woman,kneeling,rosary,folded,hands,left,little,girl,young,woman,right,old,man,standing,boy,hat,hands,left,butterflies,plant"
781,"still,life,stable,made,kinds,household,objects,copper,kettle,pitcher,straw,baskets,earthenware,pots,dishes,cabbage,loaf,bread,knife,pitcher,sheet,chopping,block,pass,glass,napkin,barrel,bottom,left,dog,growls,reflection,background,farmer,ascends,ladder"
782,"standing,woman,bare,breasts,pouring,water,pitcher,probably,personification,temperantia,part,series,allegorical,female,figures,sk,a-3424/3427"
783,"democritus,smiling,leaning,arm,celestial,globe,images,constellations,head,beret,decorated,medal,pendant,sk,a-2784"
784,"heron,hunting,hunting,party,ladies,gentlemen,horseback,rides,hilly,landscape,distance,town,located,lake,foot,mountain"
785,"portrait,frederik,hendrik,prince,orange,bust,right,pendant,sk,a-2100"
786,"fruit,seller,young,woman,stands,counter,store,weighs,bunch,grapes,scale,left,basket,apples,background,shelves,store,baskets,pots,pans,left,window,hangs,dead,hare"
787,"music,making,company,terrace,right,woman,tuning,lute,table,man,violin,left,woman,cello,seated,man,raising,glass,sheet,music,table,also,known,prodigal,son"
788,"portrait,jan,wagenaar,urban,historian,amsterdam,sitting,full,length,letter,right,hand,table,lie,letters,documents,books,inkstand,more,books,chair,floor,map,amsterdam,cornelis,anthonisz,hangs,wall"
789,"portrait,henriette,maria,france,wife,charles,i,england,bust,right,part,portrait,miniatures,collection"
790,"waterfowl,flock,geese,ducks,heron,waters,edge,frog,sits,foliage,foreground,butterflies,dragonflies,fly,background,river,landscape,dilapidated,tower"
791,"portrait,grietje,pietersdr,codde,wife,jacob,bas,claesz,bust,left,top,right,family,coat,arms,pendant,sk,a-514"
792,"kitchen,piece,bodegón,smiling,kitchen,master,stands,large,bowl,red,wine,hands,table,kinds,food,laid,poultry,quail,duck,turkey,fish,mackerel,cheese,pies,rolls,sausages,hams,pigeon,red,sea,bream,pork,leg,front,deck,cards,coins"
793,"mary,child,mary,sitting,throne,cloth,draped,christ,child,lap,child,holding,bird,right,hand"
794,"farm,fight,argument,card,playing,drunken,peasants,table,inn,peasants,draw,swords,women,try,stop,pigs,mud,right"
795,"holy,family,landscape,ruin,john,baptist,child,parents,elisabeth,zacharias,anna,joachim,right,mountain,landscape,city,distance"
796,"holy,family,little,john,mary,christ,child,standing,lap,joseph,right,foreground,left,john,baptist,child,bunch,flowers,hand"
797,"harpsichord,valve,painted,landscape,bacchus,cybele,cybele,left,floor,musical,instruments,snake,arm,next,bacchus,kantharos,hands"
798,"portrait,diederik,van,hemert,lord,babiloniënbroek,age,standing,full,length,blue,uniform,terrace,next,horse,dog,whip,right,hand,balustrade,lies,stitch,foreground,bird,top,left,family,coat,arms"
799,"portrait,daniel,niellius,remonstrant,elder,sampler,alkmaar,sitting,letter,hand"
800,"courtyard,woman,fills,kettle,water,water,pump,courtyard,boy,dog,stands,next,child,looks,lower,door"
801,"samson,delilah,samson,fallen,asleep,delilahs,lap,delilah,holds,hair,gestures,approaching,philistine,scissors,be,quiet,right,foreground,bowl,jug,fallen,glass"
802,"river,view,sailing,ships,shore,tower,inspired,camperveerse,tower,veere"
803,"portrait,old,italian,lady,half,length,wearing,white,lace,cap,fan,hand"
804,"beach,scene,small,fishing,boats,water,fisherman,walks,beach"
805,"portrait,gijsbertus,martinus,cort,heyligers,lieutenant,general,infantry,bust,left,stitch,right,arm,numerous,medals,chest"
806,"portrait,karel,van,den,hoeven,sergeant,major,standing,half,length,gloves,right,hand,left,hand,side,helmet,table,left"
807,"portrait,jonkheer,archibald,jan,van,poll,knee,pad,sitting,armchair,top,right,family,coat,arms"
808,"herring,seller,young,woman,half,length,holds,herring,left,hand,wooden,bucket,right"
809,"works,mercy,burying,dead,cemetery,city,monks,lower,coffin,grave,gravedigger,watches,right,procession,mourners,preceded,priests,heaven,christ,sits,rainbow,mary,john,baptist,last,judgment,part,series,paintings,depicting,works,mercy"
810,"rich,man,poor,lazarus,story,depicted,kitchen,where,meal,prepared,right,dogs,lick,wounds,beggar,lazarus,rich,man,table,where,musicians,play,kitchen,monkey,watches,chicken,picked,middle,woman,works,mortar,foreground,fish,eggs,vegetables,painting,related,print,johannes,sadeler,painting,bassano"
811,"portrait,jan,harmensz,de,marre,zeeman,poet,director,amsterdam,theatre,bust,oval,slightly,right,almost,facing,face,sheet,paper,left,hand,part,collection,portraits,dutch,poets"
812,"beasts,yard,italian,farm,goat,males,donkeys,pigs,gate,front,farm,farmer,separates,wheat,chaff"
813,"man,violin,bad,company,table,front,inn,sits,cheerful,man,violin,old,woman,hands,glass,holds,windmill,young,woman,songbook,steals,money,purse,right,young,man,pipe,looks"
814,"view,merwede,front,dordrecht,distance,tower,grote,kerk,various,mills,city,walls,shore,foreground,fishermen,hauling,nets,kinds,small,rowing,boats,sailing,ships,sail,water"
815,"still,life,hare,other,loot,hare,hangs,leg,branch,left,dead,birds,right,hunting,horn,bag,background,stone,vase,flowering,plants,view,garden,park"
816,"portrait,ottavio,strada,age,silversmithing,designer,miniaturist,antiquarian,son,jacopo,strada,portrait,painted,titian,same,year,knee,piece,standing,next,statue,female,nude,personification,fortuna,descends,heaven,cornucopia,filled,coins,background,ruin,landscape"
817,"design,ceiling,piece,apotheosis,aeneas,hero,kneels,clouds,gods,corners,seasons,represented,allegorical,figures,putti"
818,"painter,studio,interior,studio,right,fireplace,stove,left,easel,landscape,front,donkey,man,top,hat,chair,right,easel,painter,palette,brushes,painters,stick,left,hand,more,paintings,hang,wall,portfolio,drawings,leaned,chair"
819,"portrait,petrus,bertius,professor,leiden,bust,oval,left,part,collection,portraits,dutch,poets"
820,"portrait,jan,van,der,burgh,chosen,bust,oval,right,part,series,portraits,directors,rotterdam,chamber,dutch,east,india,company,made,nieuw,oost,indisch,huis,boompjes,rotterdam"
821,"peasant,joy,farmers,use,axes,knives,sticks,drive,wealthy,townspeople,homes,man,knife,falls,ground,dog,bites,leg,woman,child,flees,left,see,also,pendant"
822,"landscape,canal,left,barge,distance,few,houses"
823,"seascape,batavian,fleet,raging,sea,veere,november,depiction,caption,gesigt,van,een,gedeelde,der,1st,division,slands,cannonneer,boats,zeeuwsche,currents,commanded,capitain,ter,resterbooch,crash,logger,de,jou,jou,fall,mast,danish,coopvaarder,brik,stranded,camperlandt,storm,november,display,camperlandt"
824,"still,life,fruits,goldfinch,front,left,plate,lemon,next,rummer,white,wine,center,large,basket,bunches,white,blue,grapes,chestnuts,berries,corn,peaches,background,lobster,decorative,goblet,tall,glass,left,window,goldfinch,collects,bowl,water,fruits,vines,butterflies,here,there"
825,"portrait,admiral,presumably,willem,van,ewijck,hip,piece,armor,left,right,hand,resting,helmet,worn,young,black,servant,background,naval,battle"
826,"portrait,man,standing,half,length,leaning,table,letter,left,hand"
827,"landscape,view,water,reservoirs,so,called,bends,belgrade,forest,hills,istanbul"
828,"portrait,man,kneepad,standing,pointing,left,hand,servant,horse,garden,pendant,sk,a-1415"
829,"housing,poor,wide,road,italian,buildings,sides,several,young,men,feathered,hats,point,groups,beggars,house,right,side,road,where,find,shelter"
830,"hl,hieronymus,hl,catherine,sit,sod,bank,shielded,landscape,behind,rose,hedge,jerome,accompanied,symbol,animal,lion,paw,pulled,thorn,catherines,feet,lies,smoldering,broken,wooden,wheel,next,leans,long,sword,symbols,martyrdom,kings,daughter,catharina,considered,role,model,rich,courtly,women,depicted,here,such,has,high,shaven,forehead,according,fashion,time,presented,already,fashionable,fur,lined,silk,robe,entire,scene,framed,gilded,arcade,tracery,background,wide,landscape,depicted,few,late,gothic,buildings,pond,swans,distance,contours,city,high,mountains"
831,"icescape,city,winter,farmers,horse,ice,frozen,city,canal,pendant,sk,a-27"
